date,dow,entry_time,entry_num,option_type,short_strike,long_strike,credit,settle,short_bid,short_ask,long_bid,long_ask,spot,spx_exit,qty,width,commission,pnl
20250530,4,15:57:00,2,PUT,5910,5900,0.65,0.0,0.85,0.95,0.15,0.2,5919.93,5911.62,15,10,30.0,945.0
20250602,0,15:51:00,1,PUT,5920,5910,0.1,0.0,0.2,0.25,0.05,0.1,5932.03,5936.03,15,10,30.0,120.0
20250603,1,15:51:00,1,PUT,5955,5945,0.15,0.0,0.25,0.3,0.05,0.1,5967.85,5970.38,15,10,30.0,195.0
20250605,3,15:55:00,1,PUT,5920,5910,0.1,0.0,0.2,0.25,0.05,0.1,5936.33,5939.31,15,10,30.0,120.0
20250613,4,15:55:00,1,PUT,5955,5945,0.1,0.0,0.2,0.35,0.05,0.1,5967.88,5976.96,15,10,30.0,120.0
20250616,0,15:51:00,1,PUT,6015,6005,0.15,0.0,0.2,0.25,0.0,0.05,6027.93,6033.11,15,10,30.0,195.0
20250617,1,15:51:00,1,PUT,5975,5965,0.15,0.0,0.25,0.3,0.05,0.1,5989.55,5982.72,15,10,30.0,195.0
20250618,2,15:57:00,2,CALL,5990,6000,0.2,0.0,0.25,0.35,0.0,0.05,5983.62,5980.85,15,10,30.0,270.0
20250630,0,15:51:00,1,CALL,6225,6235,0.35,0.0,0.5,0.55,0.1,0.15,6210.52,6204.94,15,10,30.0,495.0
20250731,3,15:55:00,1,PUT,6315,6305,0.15,0.0,0.25,0.3,0.05,0.1,6330.44,6339.55,15,10,30.0,195.0
20250801,4,15:55:00,1,PUT,6230,6220,0.3,0.0,0.4,0.5,0.05,0.1,6240.59,6238.01,15,10,30.0,420.0
20250801,4,15:57:00,2,PUT,6235,6225,0.2,0.0,0.3,0.35,0.05,0.1,6243.65,6238.01,15,10,30.0,270.0
20250917,2,15:55:00,1,CALL,6615,6625,0.15,0.0,0.2,0.3,0.0,0.05,6602.89,6600.42,15,10,30.0,195.0
20250917,2,15:57:00,2,CALL,6600,6610,0.5,0.42,0.6,0.7,0.05,0.1,6593.61,6600.42,15,10,30.0,90.0
20251010,4,15:55:00,1,PUT,6545,6535,0.7,0.0,1.4,1.6,0.45,0.7,6559.43,6552.5,15,10,30.0,1020.0
20251010,4,15:57:00,2,PUT,6540,6530,0.6,0.0,1.05,1.25,0.4,0.45,6550.95,6552.5,15,10,30.0,870.0
20251016,3,15:55:00,1,PUT,6615,6605,0.2,0.0,0.35,0.4,0.1,0.15,6631.17,6629.08,15,10,30.0,270.0
20251028,1,15:51:00,1,PUT,6880,6870,0.1,0.0,0.2,0.3,0.05,0.1,6893.1,6890.91,15,10,30.0,120.0
20251029,2,15:55:00,1,CALL,6900,6910,0.15,0.0,0.2,0.25,0.0,0.05,6887.49,6890.73,15,10,30.0,195.0
20251031,4,15:55:00,1,PUT,6840,6830,0.25,0.0,0.4,0.45,0.05,0.15,6851.19,6840.25,15,10,30.0,345.0
20251031,4,15:57:00,2,PUT,6840,6830,0.15,0.0,0.25,0.35,0.05,0.1,6848.62,6840.25,15,10,30.0,195.0
20251104,1,15:51:00,1,PUT,6760,6750,0.25,0.0,0.35,0.45,0.05,0.1,6772.61,6771.74,15,10,30.0,345.0
20251107,4,15:55:00,1,PUT,6705,6695,0.1,0.0,0.2,0.3,0.05,0.1,6717.31,6728.81,15,10,30.0,120.0
20251107,4,15:57:00,2,PUT,6715,6705,0.15,0.0,0.25,0.3,0.05,0.1,6724.33,6728.81,15,10,30.0,195.0
20251113,3,15:55:00,1,PUT,6710,6700,0.15,0.0,0.2,0.25,0.0,0.05,6726.85,6737.55,15,10,30.0,195.0
20251117,0,15:55:00,1,PUT,6650,6640,0.15,0.0,0.2,0.25,0.0,0.05,6663.68,6672.5,15,10,30.0,195.0
20251118,1,15:55:00,1,PUT,6615,6605,0.15,0.0,0.2,0.25,0.0,0.05,6628.6,6617.37,15,10,30.0,195.0
20251120,3,15:55:00,1,PUT,6525,6515,0.15,0.0,0.25,0.35,0.05,0.1,6543.82,6538.98,15,10,30.0,195.0
20251210,2,15:57:00,2,CALL,6895,6905,0.25,0.0,0.3,0.35,0.0,0.05,6888.61,6886.8,15,10,30.0,345.0
20251212,4,15:55:00,1,CALL,6835,6845,0.2,0.0,0.25,0.35,0.0,0.05,6823.71,6827.38,15,10,30.0,270.0
20251212,4,15:57:00,2,PUT,6815,6805,0.1,0.0,0.2,0.25,0.0,0.1,6824.16,6827.38,15,10,30.0,120.0
20260120,1,15:51:00,1,PUT,6780,6770,0.15,0.0,0.25,0.3,0.05,0.1,6795.53,6796.93,15,10,30.0,195.0
20260120,1,15:57:00,2,PUT,6790,6780,0.1,0.0,0.2,0.25,0.05,0.1,6798.7,6796.93,15,10,30.0,120.0
20260130,4,15:55:00,1,PUT,6925,6915,0.25,0.0,0.35,0.5,0.05,0.1,6935.26,6939.14,15,10,30.0,345.0
20260130,4,15:57:00,2,PUT,6930,6920,0.15,0.0,0.25,0.3,0.05,0.1,6939.7,6939.14,15,10,30.0,195.0
20260203,1,15:51:00,1,PUT,6900,6890,0.25,0.0,0.35,0.4,0.05,0.1,6913.77,6917.76,15,10,30.0,345.0
20260204,2,15:55:00,1,CALL,6900,6910,0.15,0.0,0.2,0.25,0.0,0.05,6886.98,6882.73,15,10,30.0,195.0
20260204,2,15:57:00,2,CALL,6890,6900,0.15,0.0,0.2,0.25,0.0,0.05,6880.87,6882.73,15,10,30.0,195.0
20260206,4,15:55:00,1,PUT,6930,6920,0.15,0.0,0.25,0.3,0.05,0.1,6941.56,6932.25,15,10,30.0,195.0
20260206,4,15:57:00,2,CALL,6945,6955,0.1,0.0,0.2,0.25,0.05,0.1,6936.83,6932.25,15,10,30.0,120.0
20260227,4,15:55:00,1,PUT,6860,6850,0.15,0.0,0.25,0.3,0.05,0.1,6871.25,6878.88,15,10,30.0,195.0
20260302,0,15:51:00,1,PUT,6865,6855,0.25,0.0,0.35,0.4,0.05,0.1,6878.87,6881.59,15,10,30.0,345.0
20260303,1,15:55:00,1,PUT,6800,6790,0.1,0.0,0.2,0.25,0.05,0.1,6816.14,6816.63,15,10,30.0,120.0
20260309,0,15:55:00,1,PUT,6770,6760,0.35,0.0,0.65,0.75,0.25,0.3,6784.42,6795.9,15,10,30.0,495.0
20260309,0,15:57:00,2,CALL,6800,6810,0.3,0.0,0.45,0.55,0.1,0.15,6791.58,6795.9,15,10,30.0,420.0
20260310,1,15:57:00,2,CALL,6785,6795,0.15,0.0,0.2,0.25,0.0,0.05,6776.03,6781.52,15,10,30.0,195.0
20260320,4,15:55:00,1,CALL,6515,6525,0.4,0.0,0.65,0.75,0.2,0.25,6504.36,6506.68,15,10,30.0,570.0
20260320,4,15:57:00,2,CALL,6515,6525,0.15,0.0,0.25,0.3,0.05,0.1,6505.55,6506.68,15,10,30.0,195.0
20260324,1,15:51:00,1,PUT,6545,6535,0.25,0.0,0.35,0.4,0.05,0.1,6559.2,6556.33,15,10,30.0,345.0
